Datenum,Lon,Lat,Rad_max,Rad_out
738230,14.3826858686297,-32.9916224152505,45.6543013194975,86.0906242624854
738231,14.3732878498108,-32.9944625782354,46.3813631481242,86.5999529956756
738232,14.3380151544058,-32.9909271339723,44.7250686015268,87.2701382349468
738233,14.3167773504066,-32.9931532946577,44.6921513205448,85.2783046100406
738234,14.2927765424982,-32.9990837236195,44.400556559994,87.5619406744919
738235,14.2693638512748,-33.0038307571519,46.2178208724193,84.7302884576127
738236,14.2484163211413,-33.0118299934218,47.2381135712932,85.9653028255398
738237,14.229722306412,-33.0164595645732,52.4072947964472,88.3217579172371
738238,14.2408745196911,-33.0440503109117,52.1156758670824,94.3959482964472
738239,14.2260365068974,-33.054580268524,54.4362405837492,93.7143287848867
738240,14.1849670963843,-33.0682316390557,58.0861418475547,92.3868361288023
738241,14.1752356049219,-33.0755635170714,57.9639551528561,92.9423268535923
738242,14.1678818033146,-33.0786089241559,58.2831429737331,93.9955870764757
738243,14.1512782551748,-33.0831022951622,58.2246327280479,94.5069354328268
738244,14.1559317595161,-33.0801220697772,59.7625325509837,96.6409444695548
738245,14.1428723944865,-33.0879252123975,59.6913240922681,95.9546443581771
738246,14.126447476019,-33.0948445429215,59.6215040929031,95.1711417178878
738247,14.0794346088411,-33.1163070907724,46.3866498510705,96.4780007462986
738248,14.0599621813999,-33.1195015647386,47.0520739378181,90.2897171946351
738249,14.0434228941934,-33.1229195173668,48.9471203091448,89.6060185950327
738250,14.0318504701486,-33.1259334061585,48.4480071801221,88.2552476105117
738251,14.0247026276238,-33.1273875853838,48.5325636208328,83.6768591586745
738252,14.0319178386886,-33.1356837362284,46.9163273153663,81.2148083363578
738253,14.0158731208715,-33.1380832426076,47.3450840425088,77.2503285506468
738254,13.9979597486801,-33.1434949169072,46.7454035953473,76.3719640478426
738255,14.0008722276489,-33.1397175262253,46.700071042991,73.3557032550578
738256,14.0206989462497,-33.1375433073003,44.889873051123,70.1447489637162
738257,14.0295539454972,-33.1377068100755,45.8317876941368,68.308110574226
738258,14.0227190662164,-33.138278859248,45.1938246873881,68.0020086066834
738259,14.0392502172656,-33.1371885377818,44.6884825499947,67.2950162261199
738260,14.0382129412112,-33.1400809091813,42.734430172304,66.7661859398623
738261,14.0431873304412,-33.1409367051163,42.8735147383704,69.9937885035579
738262,14.0436858841706,-33.1427965591999,41.7061285811336,68.0333918572082
738263,14.0499236489544,-33.1462977826367,40.1418549905699,68.4800391628696
738264,14.050913447064,-33.1505564280578,41.0066895198886,70.1335897550966
738265,14.0154658439446,-33.1560520953152,41.2623244659702,72.6470758848294
738266,14.1151574508401,-33.1626373748286,73.110913320621,77.4647611889749
738267,14.0909517888137,-33.1629252943102,74.2860311073082,80.5555081532353
738268,14.0657106032295,-33.1707285992952,74.2502417857265,82.817077679465
738269,14.0585374189073,-33.1751605889616,75.8404724427437,82.3098250101639
738270,13.9605746177622,-33.1636127393409,65.9652916574046,73.720036819095
738271,13.9538105672189,-33.1507051015045,73.5276506585384,79.4902393712994
738272,13.8893148715864,-33.1481852169456,70.5110684561923,80.7302339524493
738273,13.8408347403138,-33.1393964405558,74.205656368045,80.3396694567327
738274,13.7936993277415,-33.156530230949,64.5560788462482,82.8468774632658
738275,13.747556752192,-33.1610294921314,66.8146935690163,85.3810237826993
738276,13.689140771832,-33.1539030981305,71.416638923754,88.75227643645
738277,13.6518000672121,-33.1511411111515,75.147118387381,91.1645868060572
738278,13.612007186674,-33.1571461451061,75.2004738603851,94.2885679802161
738279,13.5687878450157,-33.162541386936,72.342774870518,96.8238967342743
738280,13.5445023847271,-33.1672345775702,72.1873737228552,98.4558669463613
738281,13.5137774397246,-33.1518804908129,84.152188614452,99.6572748620906
738282,13.493130737288,-33.1795205159977,69.2517293043761,102.694468246183
738283,13.4609591264172,-33.1838688958218,67.5036052311078,103.890840971064
738284,13.4214921099693,-33.1773431646795,72.6990989849245,105.030716822193
738285,13.3423656597932,-33.1518735762143,78.1215820015315,107.271418016518
738286,13.2713807478758,-33.1338746346901,82.7982732327423,107.563029877811
738287,13.2309545584939,-33.126192081881,84.9414237349708,107.120218008773
738288,13.1850848483133,-33.118783369816,89.8177855305454,106.308437677068
738289,13.1208828041497,-33.1116778499809,87.132286734922,105.384674387783
738290,13.0592001760835,-33.1136997565271,80.2826191764408,106.1035709655
738291,13.0269158498672,-33.1044951452717,85.5564816357192,108.398905167744
738292,12.9779184141936,-33.0953036188873,87.0964569915414,111.289023733258
738293,12.9374645513139,-33.0866368893539,87.9576018491144,112.691019114887
738294,12.9079814092177,-33.0737465469099,94.2879437305115,113.181013336254
738295,12.8089300116853,-33.0765044204543,84.5173438217162,121.768897173416
738296,12.7253776494491,-33.0619595138163,66.2862119642895,123.084341124972
738297,12.7101993934257,-33.0680569213929,78.9727204844434,125.487051556541
738298,12.6644804471211,-33.0761180455265,79.2880106515303,127.306387056928
738299,12.6126996159888,-33.0903117665917,84.6943662711153,131.951214343044
738300,12.5648801166765,-33.0972349053212,82.4410261211965,134.035394400578
738301,12.5268530960431,-33.1089706172862,78.0722901024038,132.528054267179
738302,12.4937695322733,-33.1193860008043,78.9084521342837,132.700613786909
738303,12.4499414201848,-33.1233304721323,85.0838696763593,131.85565240002
738304,12.4244419815516,-33.1280557736871,88.5508895143187,132.400039919325
738305,12.3727719250048,-33.132793815751,90.0630893758025,137.917830828502
738306,12.343273748564,-33.1330886985542,90.5935919835579,139.176898655925
738307,12.3317901347875,-33.1233692107685,89.6641386470609,138.983530973013
738308,12.2802059289805,-33.1291574709543,89.4980857755296,135.292894636498
738309,12.2193503484595,-33.1290209644876,95.5471860061789,140.530267575702
738310,12.1804510714085,-33.1392249237366,89.9594491589882,138.727868798963
738311,12.1385072289751,-33.1414942317233,87.035113119043,136.093842710818
738312,12.0997232585154,-33.1299886419035,92.9965305587363,134.144836014316
738313,12.0639179227222,-33.147152057176,82.938549879844,133.946069281189
738314,12.0303897119727,-33.1288772225429,81.8320784256801,130.440607249292
738315,11.9810930686785,-33.1371638438053,80.2666715833406,128.786538805776
738316,11.946903524425,-33.1338290763481,79.1686139462391,128.003566879886
738317,11.9299555979087,-33.0740110869724,95.6056479729106,127.705856244595
738318,11.81762195398,-33.133282262962,98.5032044809441,134.782833677712
738319,11.7549820075384,-33.1646850893651,93.2712348111311,137.17648582995
738320,11.7005598523946,-33.1610381053156,97.7201852459821,136.387034285836
738321,11.6422286813896,-33.1860521233969,97.863715331574,135.338595751195
738322,11.5744015151083,-33.2431031528359,95.7641998912353,137.231753040429
738323,11.4432319464361,-33.4213582530833,77.3053001755911,138.915985692964
738324,11.397931010373,-33.3815172879805,92.5782411855345,134.689894468763
738325,11.3426207276861,-33.4005120019636,96.0888899618755,136.832347638042
738326,11.2808967998648,-33.4514357858115,101.473958126915,135.389800829833
738327,11.006317061322,-33.7696684097668,67.088528883292,137.964590832513
738328,10.9115113826516,-33.8710953329073,58.1983619212058,138.513061872532
738329,10.8839877024149,-33.8382484766994,80.389582504929,139.040658979516
738330,10.816577166636,-33.8169038785574,97.6512420082147,139.826671264975
738331,10.7041229679987,-33.9126691320225,88.8720599808246,139.694121017964
738332,10.6484909661545,-33.9300372081466,96.1068826255095,139.305023998308
738333,10.5395037875187,-34.0318984847809,83.8532293607516,137.62055863535
738334,10.4652115584926,-34.0597215887135,87.6346945571544,137.638297561021
738335,10.4296371874443,-34.0704595019376,93.7168002480344,136.718722524728
738336,10.3880781676741,-34.0904939428615,92.882677347506,140.118403003907
738337,10.2643002530449,-34.1754434355909,80.7582143180717,137.67793324783
738338,10.2143201650131,-34.2102208743507,79.4145031179125,138.023218793371
738339,10.1639999095798,-34.2378857521295,78.235212424707,136.544456557606
738340,10.1373081492762,-34.2670877563709,80.7391502994894,136.890961183702
738341,10.0991959719247,-34.282729720361,72.9538329078588,133.917818148021
738342,10.0309905202876,-34.3106818282304,69.0100820557628,130.838603664902
738343,10.0385276600065,-34.2968340368814,86.8505074981556,129.479365309641
738344,10.0150587482791,-34.3102056747254,94.0495666684716,128.666780360473
738345,9.90730914113524,-34.4439240469357,71.1404006401668,123.365457659033
738346,9.87164719475489,-34.4601016055642,71.6923593075232,122.117563912994
738347,9.82884374640311,-34.47217538813,72.0436505327377,122.451033772145
738348,9.79152823192539,-34.4657962187601,70.0060684268133,123.067323221671
738349,9.80932641581679,-34.4224540020568,84.1012059721785,125.025104605739
738350,9.77047998709377,-34.427842517489,84.8679222200355,129.732241641245
738351,9.64279756894083,-34.513398481587,74.3809449735709,89.2119113326116
738352,9.57818991020872,-34.5267969788294,78.7751552065439,88.535963754844
738353,9.48018809200348,-34.5894012281834,68.2882456773817,92.2783889724717
738354,9.42157019748839,-34.6034948523635,70.6627927250739,93.3375826135959
738355,9.23983609785892,-34.6668896907033,63.4635001044444,94.5041113386253
738356,9.15413600375545,-34.6826098533139,67.5846857924599,94.7824743367077
738357,9.01603932982328,-34.7072823812049,63.3896446446267,95.8634730273483
738358,8.91988288623697,-34.7203387533075,68.36726520994,96.2591318805291
738359,8.84175856343742,-34.7307746463025,76.1358027038151,98.677240844153
738360,8.76050139256979,-34.7392101481853,75.9500865933127,100.782216677593
738361,8.64768351077378,-34.7507027250921,70.3533193694528,103.993715569056
738362,8.55964007492825,-34.7599579147992,69.7222097451268,102.25436302753
738363,8.49138910834614,-34.7625249057458,76.8314634797032,105.831379803038
738364,8.42366524965156,-34.7864266258173,65.9941602333007,107.590223813679
738365,8.35339846817838,-34.8032521303402,70.7420527860241,108.668332811055
738366,8.2863303857788,-34.8175854901409,72.0247241015168,113.80182380719
738367,8.23073432664588,-34.8304122013619,66.6980879748373,105.501494435623
738368,8.17104734288102,-34.8630660825496,68.7741615091069,99.9711187166685
738369,8.12274243245104,-34.8851298904665,66.3049783071705,110.388736913327
738370,8.0591170884044,-34.8995913802957,67.2425583687245,104.797930651091
738371,7.96624562376193,-34.925596337504,74.9939530052176,97.1080127551251
738372,7.9022074111104,-34.9455082606539,70.4206992977533,92.6927716241768
738373,7.85089626635429,-34.9611734933123,66.0726414521689,89.2427943424152
738374,7.74039195778753,-35.0012632263515,72.3276573058317,84.4284981644333
738375,7.64280115470992,-35.0249938401158,73.6302134234928,78.8801994608404
738376,7.58704909266477,-35.0501359026348,71.2860804557246,76.1834935388067
738377,7.50555471437078,-35.0695400564262,69.6437770716919,73.0501938815666
738378,7.44340124866557,-35.090835682189,64.5364875175568,68.6986065777544
738379,6.8633633091993,-34.8639616316776,118.178272217216,135.493458696843
738380,6.80868003482313,-35.1064178447712,36.0008005380247,51.8040082103838
738381,6.75371680125908,-34.9143608898897,109.542838919728,113.010813424908
738382,6.6730805137512,-35.0992520940485,41.3701618065441,98.4597699884534
738383,6.52630672261973,-35.0930299736965,43.8188799543625,93.4646826830664
738384,6.50814559779039,-35.1052353568449,44.6081249289508,88.422845381011
738385,6.48974661239494,-35.1159649253632,45.7763473235861,90.83899915407
738386,6.42248453394034,-35.1165610434565,53.424414369656,93.8623421378995
738387,6.39243193326102,-35.1266672607844,54.477198820033,94.6735332969833
738388,6.37741870871691,-35.1407057189696,54.92998509225,95.5357106280867
738389,6.34704017167187,-35.158348616202,52.8695852186771,96.1436849505468
738390,6.32678215513065,-35.1764952472227,51.1002517920582,97.4184899874603
738391,6.32168251579952,-35.1952322686315,53.163128842169,80.5660539978676
738392,6.32783951323926,-35.2326038673023,54.5451477176164,74.4178743340389
738393,6.3268696155859,-35.2700343094999,53.6261256282231,71.0294565244169
738394,6.34947771906078,-35.3173622006975,54.9467614132337,64.4640767257509
738395,6.35796577047691,-35.3669347663323,53.8437240043256,60.0692563506418
738396,6.40891420158363,-35.4347244163063,46.8160008228717,55.0019560350211
738397,6.58059711012991,-35.5511167237288,57.385933491124,58.9173075237689
738398,6.66245835901131,-35.5916306533865,53.3612079174033,58.6756611664897
738399,6.72381180875491,-35.5947834739703,55.9016665377642,59.6754748073123
738400,6.73529057743981,-35.5918368705067,56.1138989585057,60.892018073822
738401,6.8586996563489,-35.6167265001215,54.3105228536412,55.7045422315753
738402,6.93869124726735,-35.5847326390685,42.0872006547906,53.0177458492365
738403,6.95316218243102,-35.5740584274416,43.9490477411106,53.3739370537872
738404,6.98764605590153,-35.5757263506794,50.7600925895643,55.1780838084667
738405,7.02521486848493,-35.5271145528741,45.9423872387001,55.6600730408912
738406,7.11311822602096,-35.515569432602,48.7998221102626,54.6658598202067
738407,7.21640732114561,-35.4859491976863,45.7093319135902,57.5606519470073
738408,7.32225092910712,-35.4349004015119,53.3295938131495,60.8808582201007
738409,7.41536077171345,-35.4125956430982,50.6013277166955,62.8806179992367
738410,7.45195746401692,-35.3934904037868,52.9859518508472,65.8881642518968
738411,7.50165655351134,-35.3853596562623,51.7218188919007,67.657109238382
738412,7.51012618450884,-35.3842578345382,53.2022256470652,69.7923332794734
738413,7.53567437282235,-35.377643843707,54.2284059818069,70.4126799144886
738414,7.5831005645434,-35.4192936007335,65.1385605625579,70.4190230221709
738415,7.63311393533006,-35.3951668637364,52.4918883978202,71.8509656626514
738416,7.63854359342441,-35.4216533410493,60.410353325689,74.1657153751997
738417,7.66299148750568,-35.4418541038813,66.9629199072328,73.5493197016288
738418,7.71787837970993,-35.4720261472329,59.7928796224978,71.3619216005973
738419,7.8002732498617,-35.5060462735842,55.0918142071523,67.7138525109128
738420,7.84973434140391,-35.5468827724482,53.2304341336185,63.5719035793161
738421,7.87010441554657,-35.5791403315047,52.0335299450712,62.6435409709077
738422,7.91377819708878,-35.6547718046701,42.5831010514463,46.2838762815159
738423,7.92025973305598,-35.7331062954956,41.8221091613278,53.5719980348635
738424,7.94879936870486,-35.7879384903457,41.5866635597446,41.586663559745
738425,8.00902168933053,-35.803723763372,37.3288220941278,40.7732779158984
738426,8.10104828278369,-35.8375088041947,30.0007947539872,32.5872098969661
