RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	Flux_mgC_m2	Flux_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b66	Flux_MiP_mgC_m2	Flux_MaP_mgC_m2	Flux_MiP_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_MaP_mgC_m2_eta0.62_b66	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b66	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Mip_POC_cont_mgC_m3_extendendTo0.0254sizeclass	Respi_nmolO2_l_h	Respi_Iversen_nmolO2_l_h	Respi_Reminer_kRemPoc0013_nmolO2_l_h	Respi_Reminer_kRemPoc0003_nmolO2_l_h	Respi_Reminer_kRemPoc0031_nmolO2_l_h	Respi_Reminer_kRemPoc0100_nmolO2_l_h	Respi_Reminer_kRemPoc0500_nmolO2_l_h	Respi_nmolO2_l_h_from0.0254sizeclass	Respi_Iversen_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0013_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0003_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0031_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0100_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0500_nmolO2_l_h_from0.0254sizeclass
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	457.5	22.2	6.6661	3.3331	17.366	8.6829	5.1607	1.0567	2.5804	0.52836	15.86	7.9302	23.423	0.045045	0.60505	0.030268	3.302	0.64033	0.64033	0.032651	0.0075349	0.07786	0.25116	1.2558	2.6118	2.6118	0.19534	0.045078	0.46581	1.5026	7.513
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	467.5	21.6	4.9344	2.4672	36.297	18.148	4.9344	0.0	2.4672	0.0	36.297	18.148	24.444	0.0	0.60831	0.0	10.585	0.57308	0.57308	0.030611	0.007064	0.072995	0.23547	1.1773	7.7055	7.7055	0.63408	0.14633	1.512	4.8776	24.388
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	477.5	21.6	9.6463	4.8231	15.261	7.6306	5.2309	3.7237	2.6154	1.8618	10.846	5.4229	24.213	0.092592	0.61725	0.087436	1.6987	0.73594	0.73594	0.034966	0.008069	0.08338	0.26897	1.3448	1.5278	1.5278	0.097764	0.022561	0.23313	0.75203	3.7602
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	487.5	21.6	6.5677	3.2838	12.691	6.3457	4.7323	1.8354	2.3661	0.91769	10.856	5.428	21.852	0.046296	0.5616	0.045465	1.8529	0.57985	0.57985	0.028537	0.0065855	0.06805	0.21952	1.0976	1.5048	1.5048	0.10172	0.023474	0.24257	0.78248	3.9124
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	497.5	21.6	5.146	2.573	25.969	12.984	4.9155	0.0	2.4577	0.0	25.738	12.869	21.25	0.0	0.55585	0.0	6.8527	0.52409	0.52409	0.026598	0.006138	0.063426	0.2046	1.023	4.8997	4.8997	0.38457	0.088747	0.91705	2.9582	14.791
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	512.5	25.2	4.7311	2.3655	51.033	25.516	4.5334	0.0	2.2667	0.0	50.835	25.418	22.499	0.0	0.55884	0.0	16.548	0.52331	0.52331	0.02721	0.0062792	0.064885	0.20931	1.0465	11.589	11.589	0.95466	0.22031	2.2765	7.3435	36.718
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	532.5	25.8	5.2993	2.6497	45.643	22.821	5.2993	0.0	2.6497	0.0	45.643	22.821	24.187	0.0	0.61919	0.0	14.101	0.56235	0.56235	0.028823	0.0066515	0.068732	0.22172	1.1086	9.7736	9.7736	0.78727	0.18168	1.8773	6.0559	30.279
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	552.5	24.0	6.8145	3.4073	24.163	12.081	5.47	0.92949	2.735	0.46475	22.818	11.409	26.833	0.083334	0.66757	0.032498	5.5541	0.652	0.652	0.03233	0.0074607	0.077094	0.24869	1.2435	3.9871	3.9871	0.29784	0.068732	0.71023	2.2911	11.455
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	572.5	24.6	4.2404	2.1202	113.35	56.676	4.2404	0.0	2.1202	0.0	113.35	56.676	22.602	0.0	0.54382	0.0	42.487	0.47747	0.47747	0.024414	0.0056339	0.058217	0.1878	0.93899	28.139	28.139	2.3019	0.5312	5.4891	17.707	88.533
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	592.5	24.6	5.5679	2.7839	30.784	15.392	5.163	0.0	2.5815	0.0	30.379	15.189	22.683	0.0	0.58956	0.0	8.4709	0.53769	0.53769	0.02646	0.0061063	0.063098	0.20354	1.0177	5.7734	5.7734	0.44196	0.10199	1.0539	3.3997	16.998
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	612.5	25.2	5.8844	2.9422	11.677	5.8384	4.3112	1.5732	2.1556	0.78661	10.104	5.0518	20.119	0.039683	0.51051	0.03897	1.7844	0.49448	0.49448	0.023485	0.0054196	0.056003	0.18065	0.90327	1.3573	1.3573	0.088999	0.020538	0.21223	0.68461	3.423
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	632.5	29.4	4.982	2.491	24.788	12.394	4.5282	0.2844	2.2641	0.1422	24.334	12.167	19.592	0.034014	0.51541	0.010838	6.53	0.47091	0.47091	0.022723	0.0052438	0.054186	0.17479	0.87396	4.4327	4.4327	0.33346	0.076951	0.79516	2.565	12.825
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	652.5	27.6	4.0229	2.0115	29.759	14.879	3.662	0.0	1.831	0.0	29.398	14.699	18.044	0.0	0.44844	0.0	8.9011	0.40818	0.40818	0.020246	0.004672	0.048278	0.15573	0.77867	5.9883	5.9883	0.46597	0.10753	1.1112	3.5844	17.922
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	672.5	27.0	5.1453	2.5726	18.721	9.3606	4.3191	0.82621	2.1595	0.4131	17.895	8.9475	20.667	0.074074	0.52076	0.028887	4.3463	0.48407	0.48407	0.023429	0.0054067	0.05587	0.18022	0.90112	3.0164	3.0164	0.22034	0.050847	0.52542	1.6949	8.4745
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	692.5	25.2	4.5992	2.2996	16.892	8.4458	4.0458	0.55343	2.0229	0.27671	16.338	8.1691	19.206	0.039683	0.4832	0.018306	3.9548	0.43628	0.43628	0.021174	0.0048862	0.050491	0.16287	0.81437	2.7184	2.7184	0.19763	0.045606	0.47127	1.5202	7.6011
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	712.5	23.4	7.7084	3.8542	13.138	6.5691	5.0117	2.6967	2.5058	1.3484	10.442	5.2208	20.898	0.08547	0.55965	0.070683	1.6994	0.57192	0.57192	0.025905	0.0059781	0.061774	0.19927	0.99635	1.3367	1.3367	0.08282	0.019112	0.19749	0.63708	3.1854
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	732.5	22.8	4.2602	2.1301	22.066	11.033	4.2602	0.0	2.1301	0.0	22.066	11.033	17.763	0.0	0.47861	0.0	5.869	0.41337	0.41337	0.02013	0.0046455	0.048003	0.15485	0.77424	3.9326	3.9326	0.29347	0.067724	0.69981	2.2575	11.287
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	752.5	21.6	4.1739	2.0869	54.697	27.349	4.1739	0.0	2.0869	0.0	54.697	27.349	19.074	0.0	0.49032	0.0	18.566	0.41732	0.41732	0.020391	0.0047056	0.048625	0.15685	0.78427	11.948	11.948	0.93114	0.21488	2.2204	7.1626	35.813
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	772.5	21.0	4.5175	2.2587	14.385	7.1925	4.1193	0.39816	2.0597	0.19908	13.987	6.9934	16.333	0.047619	0.4504	0.015174	3.0848	0.4032	0.4032	0.018858	0.0043519	0.04497	0.14506	0.72532	2.1133	2.1133	0.14803	0.03416	0.35299	1.1387	5.6933
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	792.5	21.6	6.1439	3.072	13.151	6.5756	4.4402	1.4732	2.2201	0.73658	11.447	5.7237	17.454	0.092592	0.47889	0.04586	2.234	0.47153	0.47153	0.021308	0.0049172	0.050811	0.16391	0.81954	1.6132	1.6132	0.1066	0.0246	0.2542	0.81999	4.0999
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	812.5	21.6	5.2366	2.6183	14.125	7.0626	4.5909	0.64565	2.2955	0.32283	13.48	6.7398	17.546	0.046296	0.48787	0.021357	2.8136	0.4397	0.4397	0.02039	0.0047053	0.048622	0.15684	0.78422	1.9455	1.9455	0.13307	0.030708	0.31731	1.0236	5.1179
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	832.5	22.8	5.1512	2.5756	14.509	7.2544	4.1993	0.73345	2.0996	0.36673	13.557	6.7784	17.281	0.087719	0.46441	0.027951	2.9225	0.43283	0.43283	0.019936	0.0046006	0.047539	0.15335	0.76676	2.0172	2.0172	0.13826	0.031905	0.32969	1.0635	5.3175
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	852.5	22.2	5.2334	2.6167	16.537	8.2686	5.2334	0.0	2.6167	0.0	16.537	8.2686	18.829	0.0	0.53817	0.0	3.5665	0.45891	0.45891	0.021372	0.004932	0.050964	0.1644	0.82199	2.4041	2.4041	0.1666	0.038446	0.39727	1.2815	6.4077
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	872.5	23.4	5.3285	2.6643	19.44	9.7201	4.9028	0.0	2.4514	0.0	19.014	9.5072	18.419	0.0	0.51705	0.0	4.5339	0.45749	0.45749	0.021106	0.0048705	0.050329	0.16235	0.81176	3.0157	3.0157	0.21332	0.049227	0.50868	1.6409	8.2044
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	892.5	28.8	9.4291	4.7145	13.764	6.8819	5.0829	4.3462	2.5415	2.1731	9.4177	4.7089	20.799	0.069444	0.56027	0.087921	1.3786	0.58279	0.58279	0.024769	0.0057158	0.059063	0.19053	0.95264	1.1172	1.1172	0.063017	0.014542	0.15027	0.48474	2.4237
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	912.5	27.6	5.3152	2.6576	33.258	16.629	5.1347	0.0	2.5674	0.0	33.077	16.539	19.275	0.0	0.54311	0.0	9.578	0.46313	0.46313	0.02145	0.00495	0.05115	0.165	0.82501	6.1056	6.1056	0.44986	0.10381	1.0727	3.4604	17.302
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	932.5	29.4	5.0422	2.5211	17.464	8.7319	5.0422	0.0	2.5211	0.0	17.464	8.7319	17.041	0.0	0.50561	0.0	4.0081	0.42511	0.42511	0.019472	0.0044936	0.046434	0.14979	0.74893	2.631	2.631	0.18302	0.042235	0.43643	1.4078	7.0392
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	952.5	28.8	5.4179	2.709	14.062	7.0309	4.1401	1.1049	2.0701	0.55244	12.784	6.392	17.153	0.069444	0.45958	0.034395	2.7433	0.42303	0.42303	0.018841	0.004348	0.04493	0.14493	0.72467	1.8504	1.8504	0.12326	0.028444	0.29392	0.94812	4.7406
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	972.5	27.0	4.1055	2.0527	19.871	9.9353	3.6113	0.30968	1.8057	0.15484	19.376	9.6882	17.852	0.037037	0.44373	0.011802	5.138	0.38152	0.38152	0.017793	0.0041061	0.04243	0.13687	0.68436	3.2956	3.2956	0.23497	0.054225	0.56032	1.8075	9.0374
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	992.5	28.8	6.984	3.492	16.784	8.392	5.5123	1.2988	2.7561	0.64939	15.312	7.6561	20.799	0.069444	0.58115	0.039349	3.0487	0.53654	0.53654	0.023677	0.0054639	0.056461	0.18213	0.91066	2.0924	2.0924	0.13715	0.03165	0.32705	1.055	5.275
ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	-35.441	7.419	2021-09-05T21:20:25	1002.5	17.4	4.65	2.325	25.908	12.954	4.3638	0.0	2.1819	0.0	25.622	12.811	19.655	0.0	0.50645	0.0	7.0873	0.42673	0.42673	0.019973	0.0046091	0.047627	0.15364	0.76819	4.5073	4.5073	0.32553	0.075122	0.77626	2.5041	12.52
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	329.3	12.0	6.6453	3.3227	34.999	17.5	5.9486	0.69678	2.9743	0.34839	34.302	17.151	30.667	0.083333	0.74786	0.026554	4.4019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	483.6	12.0	8.1733	4.0866	34.177	17.089	5.2025	2.5558	2.6012	1.2779	31.206	15.603	24.416	0.25	0.62091	0.091551	4.0134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	485.9	12.0	4.4658	2.2329	30.883	15.442	4.4658	0.0	2.2329	0.0	30.883	15.442	21.417	0.0	0.54071	0.0	4.0103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	354.3	12.0	6.086	3.043	35.548	17.774	4.9239	1.1622	2.4619	0.58109	34.385	17.193	30.666	0.083333	0.69492	0.038442	4.4866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	316.2	12.0	8.1648	4.0824	37.941	18.97	4.7286	3.0212	2.3643	1.5106	34.505	17.252	28.667	0.25	0.65812	0.10344	4.4994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	330.0	12.0	4.8765	2.4383	32.49	16.245	4.8765	0.0	2.4383	0.0	32.49	16.245	32.751	0.0	0.72239	0.0	4.2296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	327.2	12.0	5.2616	2.6308	33.204	16.602	4.8466	0.0	2.4233	0.0	32.789	16.394	24.5	0.0	0.60211	0.0	4.2561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	336.2	12.0	6.9963	3.4982	35.305	17.653	5.4694	0.69678	2.7347	0.34839	33.778	16.889	28.834	0.083333	0.68908	0.026554	4.3523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	330.2	12.0	6.2894	3.1447	34.601	17.301	5.1776	0.69678	2.5888	0.34839	33.489	16.745	29.0	0.083333	0.68631	0.026554	4.3422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	329.2	12.0	7.5234	3.7617	36.577	18.289	5.1665	0.69678	2.5832	0.34839	34.22	17.11	30.417	0.083333	0.69905	0.026554	4.4467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	326.2	12.0	6.3171	3.1585	36.273	18.136	4.7902	0.69678	2.3951	0.34839	34.746	17.373	29.583	0.083333	0.67569	0.026554	4.528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	328.0	12.0	6.1002	3.0501	34.65	17.325	5.4034	0.69678	2.7017	0.34839	33.954	16.977	31.0	0.083333	0.72569	0.026554	4.3623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	329.6	12.0	4.6892	2.3446	33.206	16.603	4.6892	0.0	2.3446	0.0	33.206	16.603	26.916	0.0	0.62833	0.0	4.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	328.2	12.0	4.7878	2.3939	33.823	16.911	4.7878	0.0	2.3939	0.0	33.823	16.911	30.667	0.0	0.69713	0.0	4.3961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	329.2	12.0	10.406	5.2029	39.97	19.985	5.078	3.2525	2.539	1.6263	34.642	17.321	30.25	0.33333	0.69995	0.1181	4.4889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	326.0	12.0	4.4266	2.2133	33.116	16.558	4.4266	0.0	2.2133	0.0	33.116	16.558	29.75	0.0	0.65663	0.0	4.3401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	330.5	12.0	4.9976	2.4988	32.412	16.206	4.9976	0.0	2.4988	0.0	32.412	16.206	29.666	0.0	0.6815	0.0	4.2042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	332.3	12.0	5.4327	2.7164	33.957	16.978	5.4327	0.0	2.7164	0.0	33.957	16.978	31.333	0.0	0.73191	0.0	4.4033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	331.5	12.0	4.1839	2.0919	32.765	16.382	4.1839	0.0	2.0919	0.0	32.765	16.382	29.25	0.0	0.64201	0.0	4.2952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	330.5	12.0	4.2791	2.1396	32.315	16.157	4.2791	0.0	2.1396	0.0	32.315	16.157	28.167	0.0	0.63239	0.0	4.2195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	327.5	12.0	3.6597	1.8299	33.54	16.77	3.6597	0.0	1.8299	0.0	33.54	16.77	27.75	0.0	0.59199	0.0	4.4369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	333.6	12.0	6.3191	3.1596	34.346	17.173	4.7419	1.1622	2.3709	0.58109	32.769	16.385	27.25	0.083333	0.63821	0.038442	4.2656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	332.0	12.0	5.7091	2.8546	34.453	17.226	5.7091	0.0	2.8546	0.0	34.453	17.226	31.5	0.0	0.75029	0.0	4.4383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	324.3	12.0	5.2783	2.6391	34.661	17.33	5.2783	0.0	2.6391	0.0	34.661	17.33	31.583	0.0	0.72483	0.0	4.4964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	327.2	12.0	4.6784	2.3392	33.184	16.592	4.6784	0.0	2.3392	0.0	33.184	16.592	27.167	0.0	0.63107	0.0	4.3292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	333.2	12.0	4.0183	2.0091	32.726	16.363	4.0183	0.0	2.0091	0.0	32.726	16.363	26.084	0.0	0.58173	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	332.5	12.0	5.6014	2.8007	34.773	17.387	5.6014	0.0	2.8007	0.0	34.773	17.387	33.334	0.0	0.76973	0.0	4.5091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	332.4	12.0	5.4018	2.7009	33.84	16.92	4.9867	0.0	2.4934	0.0	33.425	16.713	31.666	0.0	0.71249	0.0	4.3629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	336.6	12.0	8.0462	4.0231	37.067	18.533	5.1258	2.0904	2.5629	1.0452	34.146	17.073	29.084	0.25	0.68432	0.079661	4.432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	330.8	12.0	8.4714	4.2357	38.649	19.325	8.4714	0.0	4.2357	0.0	38.649	19.325	33.334	0.0	0.91156	0.0	4.7776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	329.7	12.0	5.6087	2.8044	34.005	17.002	4.9119	0.69678	2.456	0.34839	33.308	16.654	30.167	0.083333	0.68594	0.026554	4.3427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	333.6	12.0	4.7993	2.3996	33.625	16.812	4.7993	0.0	2.3996	0.0	33.625	16.812	28.0	0.0	0.65307	0.0	4.3861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	337.1	12.0	5.69	2.845	34.768	17.384	5.2749	0.0	2.6375	0.0	34.353	17.177	30.917	0.0	0.71443	0.0	4.4593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	331.3	12.0	10.575	5.2876	38.853	19.426	5.5644	4.1807	2.7822	2.0904	33.842	16.921	27.583	0.5	0.68464	0.15932	4.3497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	330.3	12.0	4.3389	2.1694	33.522	16.761	4.3389	0.0	2.1694	0.0	33.522	16.761	30.333	0.0	0.66201	0.0	4.4014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	326.1	12.0	7.5888	3.7944	36.178	18.089	5.5965	1.1622	2.7983	0.58109	34.186	17.093	25.666	0.083333	0.6534	0.038442	4.3845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	-35.441	7.419	2021-09-04T06:00:59	332.2	12.0	14.73	7.365	43.304	21.652	5.7851	6.0396	2.8925	3.0198	34.359	17.18	28.417	0.66666	0.69919	0.22432	4.4037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
