RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	Flux_mgC_m2	Flux_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b66	Flux_MiP_mgC_m2	Flux_MaP_mgC_m2	Flux_MiP_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_MaP_mgC_m2_eta0.62_b66	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b66	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Mip_POC_cont_mgC_m3_extendendTo0.0254sizeclass	Respi_nmolO2_l_h	Respi_Iversen_nmolO2_l_h	Respi_Reminer_kRemPoc0013_nmolO2_l_h	Respi_Reminer_kRemPoc0003_nmolO2_l_h	Respi_Reminer_kRemPoc0031_nmolO2_l_h	Respi_Reminer_kRemPoc0100_nmolO2_l_h	Respi_Reminer_kRemPoc0500_nmolO2_l_h	Respi_nmolO2_l_h_from0.0254sizeclass	Respi_Iversen_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0013_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0003_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0031_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0100_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0500_nmolO2_l_h_from0.0254sizeclass
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	47.5	25.2	30.715	15.358	41.945	20.973	15.117	13.819	7.5586	6.9096	26.347	13.174	43.571	0.83334	1.3936	0.42055	3.707	5.2001	5.2001	0.49446	0.11411	1.1791	3.8035	19.018	9.6515	9.6515	1.255	0.28961	2.9926	9.6537	48.268
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	52.5	49.8	38.42	19.21	48.63	24.315	13.826	22.393	6.9131	11.197	24.036	12.018	43.192	0.8032	1.3242	0.56625	3.3182	5.6581	5.6581	0.50998	0.11769	1.2161	3.923	19.615	9.5031	9.5031	1.1648	0.26879	2.7775	8.9597	44.799
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	62.5	22.8	32.436	16.218	43.194	21.597	14.498	16.627	7.2489	8.3137	25.256	12.628	41.052	0.70176	1.3283	0.44079	3.5545	5.1031	5.1031	0.47368	0.10931	1.1295	3.6437	18.219	9.3836	9.3836	1.2062	0.27836	2.8763	9.2785	46.393
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	67.5	24.6	21.641	10.82	37.853	18.927	13.734	6.4895	6.8669	3.2448	29.946	14.973	41.585	0.36585	1.2993	0.1876	5.1089	4.1241	4.1241	0.41296	0.095298	0.98475	3.1766	15.883	11.37	11.37	1.6758	0.38672	3.9961	12.891	64.454
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	72.5	28.2	35.551	17.776	45.504	22.752	13.548	20.944	6.7738	10.472	23.501	11.75	41.595	1.0284	1.2902	0.59761	3.2618	5.3947	5.3947	0.48678	0.11233	1.1608	3.7444	18.722	9.1485	9.1485	1.1197	0.2584	2.6701	8.6132	43.066
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	77.5	26.4	23.232	11.616	31.329	15.664	9.878	11.845	4.939	5.9225	17.974	8.9872	31.364	0.49242	0.9548	0.30567	2.5595	3.3101	3.3101	0.28245	0.06518	0.67353	2.1727	10.863	6.0739	6.0739	0.71472	0.16494	1.7043	5.4978	27.489
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	82.5	41.4	9.7983	4.8992	18.901	9.4507	5.6652	3.4113	2.8326	1.7057	14.768	7.3841	26.111	0.21739	0.66649	0.10685	2.7012	1.7114	1.7114	0.15087	0.034816	0.35976	1.1605	5.8026	4.863	4.863	0.61864	0.14276	1.4752	4.7588	23.794
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	87.5	20.4	13.456	6.728	17.74	8.8699	5.3279	7.3956	2.664	3.6978	9.6118	4.8059	23.627	0.09804	0.61325	0.14965	1.2777	1.6535	1.6535	0.12675	0.029249	0.30224	0.97498	4.8749	2.6285	2.6285	0.25827	0.059601	0.61588	1.9867	9.9335
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	97.5	27.0	15.603	7.8016	18.088	9.0438	3.4987	12.105	1.7494	6.0523	5.983	2.9915	17.482	0.25926	0.43169	0.26154	0.7485	1.4051	1.4051	0.090658	0.020921	0.21619	0.69737	3.4869	1.8348	1.8348	0.1436	0.033138	0.34243	1.1046	5.523
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	107.5	22.2	9.9541	4.977	13.249	6.6246	2.8824	7.0717	1.4412	3.5358	6.1775	3.0887	17.612	0.18018	0.40191	0.15868	0.86521	1.016	1.016	0.067494	0.015576	0.16095	0.51918	2.5959	1.599	1.599	0.13724	0.03167	0.32726	1.0557	5.2784
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	117.5	23.4	2.9382	1.4691	5.4768	2.7384	1.5783	1.3599	0.78916	0.67993	4.1169	2.0585	11.496	0.08547	0.25034	0.042333	0.67898	0.45347	0.45347	0.033002	0.0076159	0.078698	0.25386	1.2693	0.95237	0.95237	0.091098	0.021023	0.21723	0.70075	3.5038
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	127.5	26.4	8.9845	4.4923	10.669	5.3345	2.4778	5.3748	1.2389	2.6874	4.1622	2.0811	10.076	0.15152	0.27258	0.12005	0.51741	0.73257	0.73257	0.041763	0.0096377	0.09959	0.32126	1.6063	1.0075	1.0075	0.071214	0.016434	0.16982	0.5478	2.739
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	137.5	35.4	2.3726	1.1863	4.7969	2.3985	1.3204	0.63017	0.66018	0.31508	3.7447	1.8723	7.5705	0.056498	0.17862	0.022033	0.68596	0.30849	0.30849	0.020169	0.0046545	0.048096	0.15515	0.77575	0.83688	0.83688	0.07693	0.017753	0.18345	0.59177	2.9588
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	147.5	42.0	1.6409	0.82047	4.8689	2.4345	1.2047	0.19908	0.60234	0.099542	4.4327	2.2163	7.1429	0.02381	0.16551	0.007587	0.95791	0.23962	0.23962	0.015827	0.0036523	0.03774	0.12174	0.60872	1.0201	1.0201	0.098061	0.022629	0.23384	0.75432	3.7716
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	157.5	33.6	1.9512	0.97562	4.4474	2.2237	1.3053	0.4977	0.65265	0.24885	3.8015	1.9008	6.8751	0.059524	0.16678	0.018967	0.73216	0.24799	0.24799	0.015528	0.0035833	0.037027	0.11944	0.59721	0.79122	0.79122	0.070879	0.016357	0.16902	0.54522	2.7261
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	167.5	28.8	1.439	0.71952	3.5002	1.7501	0.80285	0.29032	0.40143	0.14516	2.864	1.432	6.7362	0.034722	0.14166	0.011064	0.54477	0.20783	0.20783	0.013068	0.0030156	0.031161	0.10052	0.5026	0.58672	0.58672	0.050609	0.011679	0.12068	0.3893	1.9465
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	177.5	28.2	2.1506	1.0753	4.7518	2.3759	1.3596	0.79105	0.67978	0.39552	3.9607	1.9804	8.2269	0.070922	0.1895	0.027658	0.74301	0.26457	0.26457	0.016016	0.0036961	0.038193	0.1232	0.61601	0.7707	0.7707	0.065223	0.015052	0.15553	0.50172	2.5086
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	187.5	29.4	5.5172	2.7586	6.7834	3.3917	1.4496	4.0676	0.7248	2.0338	2.7158	1.3579	9.0816	0.068028	0.20548	0.081276	0.34597	0.38261	0.38261	0.019439	0.0044859	0.046354	0.14953	0.74765	0.51239	0.51239	0.031331	0.0072302	0.074713	0.24101	1.205
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	197.5	30.6	5.0861	2.5431	6.6989	3.3494	1.548	3.2126	0.77399	1.6063	3.1607	1.5804	10.327	0.09804	0.2295	0.079018	0.41809	0.41083	0.41083	0.021407	0.0049402	0.051049	0.16467	0.82336	0.58098	0.58098	0.03689	0.0085131	0.087968	0.28377	1.4188
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	207.5	32.4	1.8259	0.91295	10.046	5.023	1.5678	0.25807	0.78391	0.12903	9.7879	4.894	11.667	0.030864	0.25043	0.0098347	2.6194	0.28545	0.28545	0.017651	0.0040733	0.042091	0.13578	0.67888	2.2834	2.2834	0.20892	0.048213	0.4982	1.6071	8.0355
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	217.5	31.8	2.516	1.258	9.5633	4.7816	2.0462	0.0	1.0231	0.0	9.0934	4.5467	12.076	0.0	0.28078	0.0	2.147	0.3322	0.3322	0.019531	0.0045071	0.046574	0.15024	0.75119	1.8901	1.8901	0.16478	0.038026	0.39294	1.2675	6.3377
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	227.5	36.6	3.8865	1.9432	7.2455	3.6228	1.9819	1.7685	0.99094	0.88426	5.3409	2.6705	14.098	0.10929	0.30738	0.05295	0.91557	0.40975	0.40975	0.022698	0.0052381	0.054127	0.1746	0.87301	0.91896	0.91896	0.068077	0.01571	0.16234	0.52367	2.6184
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	237.5	34.2	5.602	2.801	8.2751	4.1376	2.1086	3.3477	1.0543	1.6739	4.7818	2.3909	15.439	0.08772	0.33313	0.079767	0.70864	0.47679	0.47679	0.024757	0.0057132	0.059037	0.19044	0.95221	0.78842	0.78842	0.051736	0.011939	0.12337	0.39797	1.9898
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	247.5	31.8	2.6318	1.3159	9.1303	4.5651	2.1932	0.43857	1.0966	0.21928	8.6917	4.3459	15.912	0.031447	0.3438	0.014507	1.8778	0.37123	0.37123	0.021544	0.0049717	0.051374	0.16572	0.82862	1.5996	1.5996	0.1309	0.030209	0.31216	1.007	5.0348
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	257.5	30.6	5.837	2.9185	9.5647	4.7824	2.7725	2.9018	1.3862	1.4509	6.5002	3.2501	18.072	0.09804	0.4057	0.072134	1.0488	0.52696	0.52696	0.027519	0.0063505	0.065622	0.21168	1.0584	1.0415	1.0415	0.071806	0.016571	0.17123	0.55236	2.7618
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	267.5	30.6	3.3701	1.6851	9.9038	4.9519	2.4407	0.76665	1.2204	0.38332	8.9744	4.4872	18.072	0.03268	0.38851	0.021959	1.9084	0.42459	0.42459	0.023721	0.0054741	0.056566	0.18247	0.91236	1.6051	1.6051	0.12668	0.029235	0.30209	0.97449	4.8725
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	277.5	31.2	4.0308	2.0154	18.169	9.0845	3.1562	0.71498	1.5781	0.35749	17.294	8.6472	23.366	0.064102	0.50518	0.024998	4.4524	0.5394	0.5394	0.030329	0.006999	0.072324	0.2333	1.1665	3.5586	3.5586	0.29696	0.06853	0.70814	2.2843	11.422
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	287.5	33.6	5.6343	2.8171	10.959	5.4797	3.2109	1.9787	1.6054	0.98937	8.536	4.268	24.047	0.029762	0.51929	0.04248	1.4044	0.59802	0.59802	0.03191	0.0073638	0.076093	0.24546	1.2273	1.288	1.288	0.089939	0.020755	0.21447	0.69184	3.4592
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	297.5	34.8	4.4215	2.2107	25.479	12.74	3.7978	0.48054	1.8989	0.24027	24.856	12.428	25.23	0.057471	0.56209	0.018313	6.8913	0.57027	0.57027	0.031339	0.0072321	0.074732	0.24107	1.2053	5.2484	5.2484	0.43656	0.10074	1.041	3.3581	16.791
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	307.5	35.4	5.2583	2.6291	14.708	7.3541	4.1383	1.1199	2.0692	0.55996	13.588	6.7941	27.712	0.028249	0.61762	0.027742	2.8066	0.62438	0.62438	0.033722	0.0077821	0.080415	0.2594	1.297	2.2473	2.2473	0.16994	0.039218	0.40525	1.3073	6.5363
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	317.5	33.6	5.2018	2.6009	25.004	12.502	4.5379	0.66392	2.269	0.33196	24.34	12.17	27.678	0.059524	0.63384	0.023213	6.3972	0.62649	0.62649	0.033776	0.0077944	0.080542	0.25981	1.2991	4.8116	4.8116	0.38859	0.089675	0.92664	2.9892	14.946
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	327.5	33.0	5.2857	2.6429	25.926	12.963	4.5613	0.42261	2.2806	0.21131	25.202	12.601	28.303	0.030303	0.64484	0.013979	6.6794	0.63534	0.63534	0.033983	0.0078423	0.081037	0.26141	1.3071	4.9757	4.9757	0.39963	0.092223	0.95297	3.0741	15.37
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	337.5	31.8	5.7205	2.8603	17.725	8.8627	4.3876	1.1763	2.1938	0.58814	16.393	8.1963	27.61	0.062894	0.62562	0.035637	3.7208	0.63253	0.63253	0.033159	0.007652	0.079071	0.25507	1.2753	2.8564	2.8564	0.21728	0.050142	0.51813	1.6714	8.357
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	347.5	36.6	5.4592	2.7296	53.298	26.649	5.0947	0.22845	2.5473	0.11423	52.933	26.467	29.781	0.027322	0.68723	0.008706	17.031	0.65053	0.65053	0.03477	0.0080238	0.082913	0.26746	1.3373	12.13	12.13	1.008	0.23263	2.4038	7.7542	38.771
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	357.5	34.8	5.6106	2.8053	55.097	27.549	5.2272	0.24027	2.6136	0.12014	54.714	27.357	30.747	0.028736	0.71509	0.0091566	17.36	0.67681	0.67681	0.035864	0.0082762	0.085521	0.27587	1.3794	12.336	12.336	1.0194	0.23525	2.431	7.8418	39.209
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	367.5	35.4	6.8172	3.4086	24.113	12.057	5.6198	1.0567	2.8099	0.52833	22.916	11.458	32.034	0.056498	0.75115	0.032013	5.4492	0.73517	0.73517	0.038208	0.0088173	0.091112	0.29391	1.4696	4.0612	4.0612	0.31075	0.071712	0.74102	2.3904	11.952
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	377.5	34.2	6.2458	3.1229	94.74	47.37	6.1002	0.0	3.0501	0.0	94.594	47.297	33.07	0.0	0.78693	0.0	32.781	0.72601	0.72601	0.03832	0.0088431	0.091379	0.29477	1.4739	22.807	22.807	1.9024	0.43902	4.5365	14.634	73.17
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	387.5	35.4	7.1447	3.5723	38.941	19.471	6.2331	0.63017	3.1166	0.31508	38.03	19.015	32.712	0.056498	0.7905	0.022033	10.582	0.7625	0.7625	0.039246	0.0090567	0.093586	0.30189	1.5094	7.5779	7.5779	0.60117	0.13873	1.4336	4.6244	23.122
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	397.5	34.8	6.9806	3.4903	59.697	29.848	6.7403	0.24027	3.3701	0.12014	59.457	29.728	35.805	0.028736	0.86011	0.0091566	18.416	0.78961	0.78961	0.041126	0.0094907	0.09807	0.31636	1.5818	12.857	12.857	1.0408	0.24019	2.482	8.0064	40.032
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	407.5	35.4	9.9777	4.9889	21.974	10.987	7.0458	2.9319	3.5229	1.4659	19.043	9.5213	33.616	0.16949	0.84338	0.088866	3.6993	0.87528	0.87528	0.042685	0.0098503	0.10179	0.32834	1.6417	2.8755	2.8755	0.20096	0.046375	0.47921	1.5458	7.7292
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	417.5	35.4	7.7734	3.8867	32.973	16.486	6.9071	0.86636	3.4535	0.43318	32.106	16.053	32.514	0.084746	0.82184	0.031034	8.1885	0.77912	0.77912	0.039224	0.0090517	0.093534	0.30172	1.5086	5.8451	5.8451	0.44808	0.1034	1.0685	3.4468	17.234
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	427.5	35.4	8.88	4.44	34.939	17.469	7.4006	1.3387	3.7003	0.66936	33.459	16.73	31.977	0.14124	0.84082	0.049035	8.5159	0.82622	0.82622	0.040665	0.0093842	0.09697	0.31281	1.564	6.087	6.087	0.46421	0.10712	1.107	3.5708	17.854
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	437.5	34.2	7.3095	3.6547	68.813	34.406	7.0182	0.0	3.5091	0.0	68.521	34.261	31.521	0.0	0.81479	0.0	21.885	0.7463	0.7463	0.037717	0.008704	0.089941	0.29013	1.4507	14.962	14.962	1.2021	0.27741	2.8665	9.2468	46.234
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	447.5	33.0	8.9477	4.4739	29.986	14.993	7.9834	0.96426	3.9917	0.48213	29.022	14.511	31.516	0.060606	0.85957	0.030018	6.7519	0.81507	0.81507	0.039919	0.009212	0.095191	0.30707	1.5353	4.8492	4.8492	0.36045	0.08318	0.85953	2.7727	13.863
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	457.5	33.0	10.226	5.1132	29.558	14.779	8.0127	2.0629	4.0063	1.0314	27.344	13.672	33.0	0.15152	0.88609	0.067632	6.1582	0.88589	0.88589	0.042509	0.0098098	0.10137	0.32699	1.635	4.4843	4.4843	0.32686	0.075429	0.77943	2.5143	12.572
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	467.5	32.4	8.9092	4.4546	22.385	11.192	7.3782	1.2236	3.6891	0.61179	20.854	10.427	30.556	0.030864	0.81603	0.03031	4.3003	0.78321	0.78321	0.038058	0.0087826	0.090754	0.29275	1.4638	3.1641	3.1641	0.2244	0.051784	0.5351	1.7261	8.6307
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	477.5	31.2	7.1349	3.5675	67.838	33.919	6.9753	0.0	3.4876	0.0	67.679	33.839	29.423	0.0	0.7806	0.0	21.656	0.703	0.703	0.03501	0.0080793	0.083486	0.26931	1.3466	14.606	14.606	1.1622	0.2682	2.7714	8.9401	44.7
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	487.5	31.2	9.4283	4.7141	22.36	11.18	6.8554	2.2536	3.4277	1.1268	19.787	9.8937	28.718	0.1282	0.76852	0.066687	4.0833	0.77969	0.77969	0.036767	0.0084848	0.087676	0.28283	1.4141	3.0273	3.0273	0.21169	0.048853	0.50481	1.6284	8.1421
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	497.5	31.2	8.0778	4.0389	25.157	12.578	6.7193	1.1989	3.3596	0.59944	23.798	11.899	27.789	0.064102	0.74732	0.036322	5.4947	0.7128	0.7128	0.034236	0.0079007	0.081641	0.26336	1.3168	3.901	3.901	0.2838	0.065493	0.67677	2.1831	10.916
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	512.5	25.2	7.196	3.598	30.375	15.188	6.4689	0.33181	3.2344	0.1659	29.648	14.824	25.437	0.039683	0.69407	0.012645	7.6373	0.64557	0.64557	0.031086	0.0071737	0.074129	0.23912	1.1956	5.2577	5.2577	0.39333	0.090768	0.93794	3.0256	15.128
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	532.5	24.6	6.9019	3.4509	32.348	16.174	6.6994	0.0	3.3497	0.0	32.146	16.073	24.634	0.0	0.69601	0.0	8.4467	0.62515	0.62515	0.030009	0.0069252	0.071561	0.23084	1.1542	5.7421	5.7421	0.43135	0.099541	1.0286	3.318	16.59
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	552.5	28.2	9.0376	4.5188	18.404	9.2019	6.1502	2.5342	3.0751	1.2671	15.516	7.7582	25.709	0.10638	0.68725	0.069952	2.9346	0.70106	0.70106	0.032184	0.0074271	0.076747	0.24757	1.2378	2.2033	2.2033	0.14633	0.033769	0.34894	1.1256	5.6281
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	572.5	27.0	8.1829	4.0915	19.998	9.9988	6.184	1.4456	3.092	0.72278	17.999	8.9993	23.074	0.14815	0.64582	0.05249	3.7291	0.647	0.647	0.029593	0.0068291	0.070568	0.22764	1.1382	2.6811	2.6811	0.18391	0.042442	0.43856	1.4147	7.0736
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	592.5	31.8	6.6649	3.3324	23.378	11.689	5.5438	0.96444	2.7719	0.48222	22.257	11.129	22.138	0.09434	0.6057	0.034547	5.432	0.56833	0.56833	0.02655	0.006127	0.063312	0.20423	1.0212	3.7097	3.7097	0.26783	0.061806	0.63867	2.0602	10.301
ensuse001b-020-03-ASC_000101LP_DEPTH_LPM.txt	-33.166	12.686	2021-05-18T01:48:49	602.5	19.2	5.2912	2.6456	26.489	13.245	5.0318	0.0	2.5159	0.0	26.23	13.115	20.521	0.0	0.55855	0.0	6.9735	0.49197	0.49197	0.023511	0.0054256	0.056064	0.18085	0.90426	4.6458	4.6458	0.34393	0.079368	0.82013	2.6456	13.228
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	321.7	12.0	8.2435	4.1218	38.371	19.186	4.6285	1.9549	2.3142	0.97746	34.756	17.378	27.583	0.083333	0.63465	0.055995	4.5291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	409.3	12.0	7.2528	3.6264	36.022	18.011	6.0077	0.0	3.0038	0.0	34.777	17.388	29.916	0.0	0.73874	0.0	4.4763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	377.7	12.0	6.9297	3.4649	36.503	18.251	6.233	0.69678	3.1165	0.34839	35.806	17.903	30.916	0.083333	0.75995	0.026554	4.6131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	380.0	12.0	12.549	6.2747	40.605	20.303	7.1713	3.718	3.5856	1.859	35.227	17.614	28.417	0.33334	0.76984	0.12999	4.4211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	380.9	12.0	7.8179	3.9089	37.217	18.609	5.876	0.69678	2.938	0.34839	35.276	17.638	29.917	0.083333	0.73625	0.026554	4.5225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	379.7	12.0	5.6886	2.8443	34.857	17.429	5.6886	0.0	2.8443	0.0	34.857	17.429	29.916	0.0	0.72362	0.0	4.4979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	385.9	12.0	14.401	7.2007	43.062	21.531	5.1086	8.4627	2.5543	4.2313	33.769	16.885	27.0	0.58334	0.65494	0.27476	4.3759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	384.3	12.0	7.7775	3.8888	37.311	18.656	6.9474	0.0	3.4737	0.0	36.481	18.24	27.083	0.0	0.73282	0.0	4.5713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	383.1	12.0	5.2702	2.6351	33.013	16.506	5.2702	0.0	2.6351	0.0	33.013	16.506	30.917	0.0	0.71554	0.0	4.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	383.2	12.0	9.5695	4.7848	38.765	19.383	5.4869	3.2525	2.7435	1.6263	34.682	17.341	30.166	0.33333	0.71228	0.1181	4.4765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-020-03-PAR_000101LP_TIME_LPM.txt	-33.166	12.686	2021-05-16T13:23:17	383.6	12.0	7.2986	3.6493	36.162	18.081	6.4686	0.0	3.2343	0.0	35.332	17.666	31.583	0.0	0.79222	0.0	4.5013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
